item_id,name,image_id,flavor
4c4fc7fc-3881-4201-b2a0-a3ed5b2cc5e8,Madame Norbert Lavavasseur,fc262163-e6f9-4469-a7b0-2e2ed1399a75,Good
a0dc278b-b7b6-4376-9c75-963406324119,Madame Abel Chatenay,5b5f33dc-1d36-4d7c-8eb3-62ca4d5899cb,3-4 feet
3a38a903-3099-4a7e-8bff-9ec47384680d,H Wulff,,Bees
fcb04293-937d-4bde-a15e-2d26ab0767eb,Mathilda,b34135ca-5edd-445c-b571-087b48854d4f,Shrub
6b1e5319-dc5f-437d-bb5b-729e99d89271,Summer Holiday,4de575b3-dfb5-4795-9fc3-4c7f46822790,"Tall, 5-7 feet, upright"
cbb30b03-515a-4e08-890c-aad1ca590367,Rainbow,cbc32393-ea87-48cd-bfd9-521d5aa582a5,Orange pink
bc321f4c-e899-42d7-b0ad-cd6c024d8cc4,Isobel,afe2ff84-3139-4627-9fa8-07b279d15c1b,2-3 feet
5066154b-59ac-4bd5-91d2-27bc8107b1e7,Heimatmelodie,6659c91a-2dc0-4918-bb9a-a5eba71f4183,Full Sun
b55a5618-87c3-4e30-a526-e9a63b990b6c,Bambi,b977a691-dec6-40ee-b811-1a9c46bd506c,Shrub
92b4df80-19b5-480c-860f-bbecd310bfb5,Soshun,b47fa155-3e6f-4e59-a68b-8f5dd55d8751,Soshun
e72849fe-4b10-4394-abf1-9d11e66c97ca,Cocorico,849236a7-7408-4962-acf8-561dd8d06f4c,Perennial
8e1f0ef8-b190-4f26-a01d-f623783c0f47,Pink Peace Cl,,Strong
78ca4d96-dd27-49fb-8bd8-47dac41a77d3,Looping,72cf2cc8-8c54-49cf-ab97-b6e9c1f407fb,Perennial
bfbd11af-e233-4813-9429-8616c987b369,Wind Chimes,95d45d24-5527-46dc-8d5b-67086c0eea86,5
acc8de46-2ac2-4266-8425-293f61c36845,Rev F Page Roberts,,Yellow blend
a44257be-fa41-4284-89a6-b69b59d157b2,Leaping Salmon,,3454
e68e6d2a-fc7a-4087-b626-6b15bbd2a00b,Polly,,White
cfa0f9c2-a611-42d3-a84c-d9dfc06f4fbf,Luscious,4021c73a-c2ad-40f4-9126-5eac124608c8,Luscious
8ec7d7de-f329-467b-90b5-fd44e196d696,Snowcap,187f989f-38d9-40d9-9376-571ef61adf6e,8ec7d7de-f329-467b-90b5-fd44e196d696
f8eb2564-3669-42e5-b723-fce8543129da,Irwin Lane,8127ee2f-04aa-4492-9ab6-4fd1796b0583,Good
d0feb953-536f-43b5-a813-9e7acc98dc14,Bacchante,cf494434-870c-4563-bf25-dafbba37c5d7,4-5 feet
dd8fa0e7-6522-4c7e-bb82-76e9688e1356,Grey Dawn,,2 feet
db44809d-75f6-43cb-926c-1fce63927b87,Magenta Mystique,bb6a557e-fab0-4607-8c98-49a800ce2d7e,Mild
fe640541-a04c-4bfd-9656-72a1b9806a86,Hanagasumi,4e7a3e58-639c-441e-b75e-334eba0d2795,fe640541-a04c-4bfd-9656-72a1b9806a86
12d619a3-772d-446a-bd49-30b0367c7526,Anna Olivier,d4fa2229-7be0-486d-a729-6dd452900347,1735
de4cc136-f097-426b-b8a7-bb999e4e7993,Lorenzo Pahissa,,4-5 feet
5710182d-bf22-49fe-a2d3-4295f5684629,Moonlight,ba59df8b-4bcc-415c-af0a-873b7ffed3bd,Strong
ff0b4bed-9921-4e63-92b3-89ddd11b0932,Benoit Pernin,df735d09-ea66-4523-aea6-96bcea5b13d1,Deciduous
50e40f02-2952-4e47-bbe2-f10a0d7b8eb6,Harry Edland,,Showy
d7c13510-930d-4180-ba8f-1e40b25a9a7b,Joan Austin,25bca4d8-c0cb-41dd-b9ce-17282de8e702,d7c13510-930d-4180-ba8f-1e40b25a9a7b
3741db8e-6be3-4195-adc2-f928fe916f25,The Albrighton Rambler,0df36d75-2bfc-489f-aa17-f7e183f1927a,Showy
fc9d543f-8d58-4ca6-9eba-d1f95439dd10,Why Not,1b9903c2-cd75-4e12-a2fc-b720efa101e6,Full Sun
bc032d9a-545e-4428-a50b-8160268d8b3b,Hi,795d593e-9a02-4a18-8fd0-bd4356c2eb74,bc032d9a-545e-4428-a50b-8160268d8b3b
bc3f6e06-a2bc-4b4d-b44b-0b91fbd35714,Hilda Murrell,fd1655ba-82f7-4b2b-859b-4de1feb6eb53,3-5 feet
f2fb69ee-95c4-46a5-a129-803101c50ac8,LOreal Trophy,db918f3d-d08d-47d3-8902-58d1aafb6e29,Good
9c373811-2539-4366-968d-b550580cd157,Golden Jewel,b6c7e614-8bcc-401a-ad15-9ea82c36bcde,Showy
a99212ef-fa7a-4f79-8f50-5fb0b4d9431a,Raubritter,c4c3916b-cd83-48a9-a00a-b005ec9c3ab2,5-6 feet
f16a7fd9-ba92-4b68-9efa-b9ee3c22999c,Ray Of Sunshine,655bd090-c8a2-49ba-b678-9cc04ec2585a,3-4 feet
ffacbcc7-8b28-4667-81f5-9e7f8be45599,Nouveau Vulcain,,Full Sun
d8e70f79-b0ec-4259-b55b-aaf7555ce7b7,LAbondance,ef94673f-8696-4152-ac61-05edf2ef4adc,Showy
449ba529-c582-480d-99f6-d24a207d47eb,Little Butterfly,,Bees
fef75980-da20-4f69-9710-8622e45eb7a1,Striped Mary Rose,c025e8d5-a4fd-46fc-8505-8fcfa74fc39a,4-5 feet
a5b2cef6-1938-444f-98c0-94c971e7ced8,Misty Dawn,4ce3cd4c-deb4-4c51-832e-4d61a721cfc6,Showy
daf33c76-223e-4873-9911-b32c4e18c4dd,Vanguard,db8f1816-4b09-4844-a477-d6e8bd2fc898,1
e5ac80c8-caef-4b91-97f8-4e8bb16f17bf,Merryglo,44052c1a-565a-44b7-902e-807049a4b895,Shrub
f98ae647-36ee-475c-8d60-11c00cfc27a3,Raspberry Swirls,930ff9a9-21a5-4d61-af9d-3a0e328a009b,Bees
faf196fe-9cb8-40dc-8300-832c1f557f0d,Luscious Lucy,,1-2 feet
ea3cec49-51d3-46ba-a37e-845388e5bb45,Macys Pride,,Shrub
e901f306-a46d-4f19-a1a3-e38fa06e9679,Hansa Park,e4f9b097-e6e4-4152-88b0-4b765408513a,3040
0ebb7d8a-0f50-4f65-b699-25ede0d6b571,Rendez Vous,d757dc2d-694b-46f4-8e9c-9e2a825d05af,1-2 feet
3238ee43-fe82-4163-a598-89355f72ff78,Lupo,,Lupo
e591fc24-019c-442f-b99f-547380517a3a,Tawny Tiger,edb12e86-17ea-4c91-81ad-c7067e4bc158,Good
913f94ef-4f3c-4153-a0a0-856d858027a2,Whoopi,,Full Sun
fbbeac75-7c2b-4c44-9112-24520d072a93,In Dreams,35d974fd-8f5d-4553-a999-215ce777f573,Bees
799180ef-2e54-4778-958a-d45d6a3eabea,Indian Summer,300f57cd-be06-4567-b500-99b44d64d8c2,Strong
6c0106a8-d1fd-4a6f-aac3-b05ea889d9b4,Miracle On The Hudson,,Medium red
0fbe87e0-b4dd-44f5-90c2-4dd92db430cb,Miss Liberty,c30aaf87-db7d-4536-918e-afbc977b05e4,Strong
7ef73206-5135-48ef-92bf-2165792656c3,Mahina 81,40b8e0c7-d66f-4b1c-a9e6-52d51c1108af,Good
494df28b-938d-4c19-aa6d-39acb0b2d796,Sassy Cindy,0efbad66-fe01-4785-abbb-d40761bfa9c1,"Short, 2-3 feet, bushy"
fe51c6ed-d032-4847-9495-ff56931e4e94,Onoei Var Oligantha,,Full Sun
2f37d9f9-99fb-406d-b07a-4e81f3754ef6,Salmon Sunblaze,ec634dcc-9227-4e0e-8858-38537978d0df,Bees
16c0d7b0-1df0-42b8-bb0d-43963e6e6d41,The 777 Rose,,Full Sun
5eaceb59-ece1-4127-802a-c1616be00f23,Gracious Queen,728aee48-ac48-410f-95a2-c47090edc214,Deep yellow
d302ee20-2019-4f2c-a80a-6fc7aa037604,Queen Elizabeth,74d35565-0e85-4b56-a584-e3f0878c7cf7,"Narrow, upright, vigorous, 5-10 feet"
592f7f5d-957f-440f-aad6-674211e11a45,Shades Of Pink,66fb9045-ee8c-4d63-9df8-e293b6672ae0,Floribunda
22e10ce7-8699-4ec7-84d0-db4a2479bf2f,Valencia,,22e10ce7-8699-4ec7-84d0-db4a2479bf2f
d74fd056-30c1-42dd-b1d2-46b0ecb78caf,Josie Whitney,,Full Sun
c76c2b9c-67da-4ca8-b1b6-727a8caefd5b,Red Devil,31c1b8cd-a2d9-4b3b-8f74-c7afc15e54c3,Red
b8c88150-2656-4f85-875c-eb6b86996bba,Ramblin Red,7f53d7bf-1a7d-48f4-a4e3-b909ba636c26,Deciduous
1e513d56-203c-4a5c-a20c-b326a42233b1,Isabelle Nabonnand,18f2474e-d091-4f4e-aec9-d738d416c495,Full Sun
e3368853-e7b7-4960-a250-a0e1eda07969,Peppermint China,de0a7a66-d4b4-485f-ae88-461c979c7b38,3 feet
daec3450-3b02-4e45-9592-65a9c61c8c61,Relax Meidiland,b4a9aead-7476-4fd7-be39-7d8686ea703e,"Short, spreads 4-5 feet; true groundcover rose"
d4a2e7cf-2772-4bbd-ac74-95d1a03f76d7,Mrs Herbert Stevens Cl,50ef430c-8e15-46f0-b766-d7d56010a523,Showy
8d96fc96-e14b-46fc-9b04-9048456a96bd,Palmengarten Frankfurt,,3-4 feet
aeeba387-10e7-455a-876f-ee6f45e6bbfa,Rosy Cheeks,2bf7db08-08a7-414f-ae56-575acf0e478a,Hybrid tea
a308d7e5-c1ec-408f-bb96-e2ae20bb8f76,Night Out,,"Medium, 3-4 feet, bushy"
ea11e16b-4b0f-4954-9930-365b35dc7c59,Perle DOr,,Perennial
ac757030-20d2-4f19-9c6d-6e1402d02fe3,Golden Ophelia,ad46e405-12cd-46cd-9a5a-dbd2bc1244f3,Yellow
3216165f-23e6-424a-bf40-fc2e45802e74,Quatre Saisons Blanc Mousseaux,1a2176b0-28bb-4bb2-92f1-359dd4cfdd09,Deciduous
e1e00e97-4eb4-40f2-ac37-f8ee3d9b8e73,Grande Dame,668da249-86e7-4dc4-b60c-ee6d9502639a,Full Sun
83c56f1f-a279-4429-9703-76a262ab351a,Le Rouge Et Le Noir,04f3712c-947b-49e0-8e10-21a53b0e1718,Full Sun
580d78ee-a28c-4888-b619-92fd3cae6652,Joy Of Health,2949ab3a-328c-4584-af15-0d2c0f1e37a5,Floribunda
ef43df8c-9ab8-4c38-a222-9e4e6795e1a7,Paul Ricard,3b3b5edf-d8c4-4c17-b102-29c9055d6b38,Bees
b3d7669a-7c3e-4ed8-9f4c-f15fe3c43e79,Attracta,a00ca448-b28a-4364-bb26-ee51000521ba,None
b8214570-dae7-41d5-a4f8-12ee06025dab,Atlantis,7131bff2-3fc0-4e86-a06a-0eaab7757e97,b8214570-dae7-41d5-a4f8-12ee06025dab
9f3d18ec-8995-44c8-8297-58a7a3c186eb,Giuseppe Motta,3c57b2fa-84e8-45d4-b49a-670c700b2b36,Deciduous
f6f9b8de-b9e8-43ab-be83-5ae45ea17f04,Spellcaster,,Full Sun
8f147e30-c182-4f90-9412-a01ba1392ba7,Rugosa,d8198bd5-fddd-4767-9a29-e9a71c3d128b,Flat
76be3443-8751-4c90-afbe-6767bb1d2bda,Hi Ho Silver,43db0b48-59cf-4373-a512-b5fb06ba828c,Hi Ho Silver
6f3c3bc9-2f92-4cac-ad6b-0480705165f0,Hospitality,5208c0b6-6d51-4a90-b79f-3a018de2952d,"Medium, 3-4 feet, bushy"
cfb248ba-fd4e-4a77-89f6-85fa58086caa,Perfume Tiger,13c75dba-55e0-4ddf-ae50-811744511506,Floribunda
302822c9-2f25-4dad-9a96-65cec8356d09,Julie Delbard,6f87a279-3315-485e-9830-0663f0938219,1481
f124c447-2262-4750-b016-d0689734e653,Amorous,,f124c447-2262-4750-b016-d0689734e653
39749f4f-0fa7-439b-ab64-f174e72d7793,Sunburst,2200121f-f714-46ff-b2e3-7ab15bc8d6f9,"Medium, 3-4 feet, upright"
23a18d16-65e1-408d-b481-b64bf3e10aba,Miss Ada,41f6260c-170f-489b-bfa6-5f5d6a79bd71,Pink
b0ed40c8-d8db-427d-b16b-29ac793efcbd,Vino Delicado,832339d7-74ff-4e83-9896-1170a5e842f2,Showy
bc02790f-d483-4b6f-8ed1-82a71527599e,Quo Vadis,4cf9d2aa-9a4b-4f5e-8e04-a025c38a8c38,bc02790f-d483-4b6f-8ed1-82a71527599e
af52fe2e-b442-4180-b302-5614763b3d1e,Lexy,6370360f-fe3b-4146-ae13-3351f0411ac8,Good
a9185d88-f341-44a6-9029-66c12618f9d1,Magic Wand,973d3211-92f9-4db9-95ea-4457d48a8de6,2-3 feet
ae0dc19c-f797-4efc-ae8c-e114f05c4c39,Pink Mystery,6e8471ac-a85e-465c-a4fe-5875dc3be35c,Full Sun
e5e8a424-3a11-4908-8dee-5d5643b30a96,Lavender Flower Circus,9cfc883a-77bb-4361-be8d-56c3080151c9,None
f9594fef-e570-4904-b879-ea7910dbcd0a,Shot Silk Cl,98502d62-8c6c-4e57-8a86-3457dae9c7a3,Pink
6cd0194e-7af2-4cc3-8f6b-6901db58f5aa,Parveen Shakir,0bf46cc0-7d2c-42df-bdfb-2e4cebd962c2,Pink blend
236e531c-cd3b-4e5f-aecb-4e3b509dcc36,Rotkaeppchen,c1afb5d4-38fd-4b86-bd1d-c35f9d18ab5b,Shrub
45bd187c-e01f-4fbe-b05e-78c12a61b091,Innocence,f31039fd-d8e2-4b92-a756-6a238c6084b0,"Medium, 3-4 feet, upright"
066a57b1-24b5-4ba7-97b2-fa06dd04c9d8,Veronica 92,27aaa0da-ae05-4088-86ba-858e28447a6a,066a57b1-24b5-4ba7-97b2-fa06dd04c9d8
b216bbd6-d56a-4658-ae14-a2ef1074a9ee,The Poets Wife,4b4b65d6-7248-4cae-ba7a-8db9492b59d0,The Poet's Wife
4b29a6c4-2bf7-4bfb-a390-e4fc2a341a2d,Arkansana,06e9a348-7480-4365-9321-3c1a789351dd,4
eb961dcf-8fc1-4dd6-99bc-2c63f31ecb84,Tenor,,Good
c58572ad-8ae5-4b64-acea-c80726cb8514,Rusty,,Showy
eb3232df-f75c-4097-bbde-b8ac45eb8a36,Hot Romance,02b34efb-68ff-4afb-8773-c5685afa1aba,Bees
47e79a6d-b8f4-45f7-8b83-ae0f3e59180a,Oakington Ruby,9f6d10c9-73ea-4e54-aedb-d360670a5da9,47e79a6d-b8f4-45f7-8b83-ae0f3e59180a
c63785af-8791-425e-b4c6-46b61b9b8a52,Mister Lincoln,498a116a-4eea-401b-b0d9-d09525ecb96b,2-3 feet
c4d4852c-a186-4df4-abd9-3e988b6735cc,Honey Nectar,f7858657-d2fe-4719-bcab-cdf897bd5b35,Bees
2ef08598-4745-4422-b9f6-a0918fd86080,Wasagaming,64fdd9db-4368-4210-b94b-ba54b0d4bde7,Perennial
